id,name,calories,proteins,fat,carbohydrate,is_energizing,is_relaxing,is_focusing,primary_mood,calorie_category,protein_category,fat_category,carb_category,nutrient_balance,vitamin_a,vitamin_c,vitamin_b,iron,calcium,has_recipe,calorie_category_num,protein_category_num,fat_category_num,carb_category_num,nutrient_balance_num,mood_energizing,mood_focusing,mood_relaxing,mood_uncategorized
592,Kacang Belimbing rebus,0.2170212765957447,0.20361445783132529,0.08800000000000001,0.02704791344667697,0,0,0,uncategorized,medium,medium,low,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.5,False,False,False,True
593,Kacang Belimbing tempe,0.225531914893617,0.21084337349397592,0.1,0.019938176197836166,0,0,0,uncategorized,medium,medium,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.0,0.5,False,False,False,True
594,Kacang beracun segar,0.12553191489361704,0.05301204819277109,0.015,0.03338485316846986,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
595,Kacang Bogor goreng,0.5095744680851064,0.1530120481927711,0.23199999999999998,0.0910355486862442,1,0,0,energizing,high,low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.5,True,False,False,False
596,Kacang bogor kering,0.39361702127659576,0.1927710843373494,0.06,0.10046367851622874,0,0,0,uncategorized,medium,medium,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.3333333333333333,1.0,0.25,False,False,False,True
597,Kacang Bogor rebus,0.17127659574468085,0.0927710843373494,0.027999999999999997,0.04188562596599691,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
598,Kacang bogor segar,0.17553191489361702,0.0927710843373494,0.031000000000000003,0.04234930448222565,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
599,Kacang Endel biji,0.35212765957446807,0.30120481927710846,0.01,0.08964451313755796,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
600,Kacang ercis segar,0.1372340425531915,0.1493975903614458,0.006999999999999999,0.028284389489953633,0,0,0,uncategorized,low,low,very_low,low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,False,False,False,True
601,kacang galing segar,0.3574468085106383,0.27831325301204823,0.017,0.09196290571870169,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
602,Kacang goyang,0.548936170212766,0.17710843373493976,0.311,0.06862442040185471,1,0,0,energizing,high,low,high,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,0.6666666666666667,0.5,True,False,False,False
603,Kacang Gude biji,0.3574468085106383,0.2493975903614458,0.013999999999999999,0.09582689335394126,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
604,Kacang gude biji kering,0.33617021276595743,0.2493975903614458,0.01,0.08964451313755796,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
605,Kacang Gude biji muda,0.12127659574468086,0.08433734939759037,0.006,0.0321483771251932,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
606,Kacang Gude muda,0.13085106382978723,0.10120481927710845,0.006,0.0027820710973724882,0,0,0,uncategorized,low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
607,Kacang gude rebus,0.15638297872340426,0.10843373493975904,0.005,0.04250386398763524,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
608,Kacang hijau kering,0.34361702127659577,0.27590361445783135,0.015,0.08778979907264296,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
609,kacang hijau rebus,0.11595744680851064,0.10481927710843374,0.005,0.028284389489953633,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
610,Kacang hijau var. bakti kering,0.3723404255319149,0.2060240963855422,0.018000000000000002,0.10927357032457496,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
611,Kacang hijau var. siwalik kering,0.3606382978723404,0.25060240963855424,0.021,0.0998454404945904,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
612,Kacang hitam kering,0.36808510638297876,0.20000000000000004,0.017,0.10216383307573415,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
613,Kacang Ijo,0.3670212765957447,0.2674698795180723,0.012,0.09721792890262751,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
614,Kacang Kapri Goreng ,0.4734042553191489,0.13253012048192772,0.11,0.10123647604327667,1,0,0,energizing,high,low,low,high,balanced,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,True,False,False,False
615,Kacang Kapri muda,0.10425531914893617,0.08072289156626507,0.004,0.027357032457496135,0,0,0,uncategorized,very_low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
616,Kacang Kedelai basah,0.30425531914893617,0.363855421686747,0.156,0.04652241112828439,0,0,0,uncategorized,medium,high,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.5,False,False,False,True
617,Kacang kedelai goreng,0.5542553191489362,0.3879518072289157,0.37700000000000006,0.03539412673879443,0,0,0,uncategorized,high,high,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.3333333333333333,0.5,False,False,False,True
618,Kacang kedelai kering,0.4053191489361702,0.48674698795180726,0.167,0.038485316846986084,0,0,0,uncategorized,medium,high,medium,low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.6666666666666667,0.3333333333333333,0.75,False,False,False,True
619,Kacang Kedelai kukus,0.0797872340425532,0.04939759036144578,0.021,0.016537867078825347,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
620,Kacang kedelai rebus,0.20106382978723406,0.24337349397590363,0.08199999999999999,0.019629057187017,0,0,0,uncategorized,low,medium,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.75,False,False,False,True
621,Kacang kedelai segar,0.30425531914893617,0.363855421686747,0.156,0.04652241112828439,0,0,0,uncategorized,medium,high,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.5,False,False,False,True
622,Kacang komak segar,0.34787234042553195,0.19759036144578312,0.043,0.08624420401854714,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
623,Kacang kuning kering,0.3776595744680851,0.20481927710843376,0.025,0.10200927357032458,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
624,Kacang lebui /iris kering,0.36808510638297876,0.19879518072289157,0.015,0.10293663060278206,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
625,Kacang mekah polong segar,0.023404255319148935,0.013253012048192772,0.01,0.005255023183925811,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
626,Kacang mentega kering,0.36595744680851067,0.20120481927710843,0.021,0.0998454404945904,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
627,Kacang Merah,0.3574468085106383,0.27831325301204823,0.017,0.09196290571870169,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
628,Kacang merah /banda kering,0.3723404255319149,0.1674698795180723,0.03,0.10340030911901082,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
629,Kacang merah kering,0.33404255319148934,0.2662650602409639,0.011000000000000001,0.08686244204018548,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
630,Kacang Merah kering rebus,0.16808510638297872,0.12409638554216869,0.009000000000000001,0.04358578052550232,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
631,Kacang merah segar,0.1819148936170213,0.13253012048192772,0.022000000000000002,0.04327666151468315,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
632,Kacang Merah segar rebus,0.15319148936170213,0.12048192771084337,0.01,0.03817619783616692,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
633,Kacang merah tua kering,0.2978723404255319,0.20120481927710843,0.016,0.09768160741885626,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
634,Kacang mete/biji jambu monyet goreng,0.6691489361702128,0.2457831325301205,0.563,0.030602782071097373,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
635,Kacang mete/biji jambu monyet segar,0.6553191489361703,0.1963855421686747,0.484,0.04435857805255023,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
636,Kacang negara,0.5106382978723404,0.2216867469879518,0.19100000000000003,0.09041731066460587,0,0,0,uncategorized,high,medium,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,1.0,0.5,False,False,False,True
637,Kacang Panjang,0.04680851063829787,0.032530120481927716,0.003,0.01205564142194745,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
638,Kacang Panjang biji,0.3797872340425532,0.20843373493975906,0.015,0.10819165378670788,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
639,Kacang Panjang kukus,0.04148936170212766,0.03614457831325302,0.006,0.011746522411128283,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
640,Kacang Panjang tumis,0.1595744680851064,0.030120481927710843,0.125,0.010819165378670788,0,0,0,uncategorized,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,False,True
641,Kacang ranti polong,0.039361702127659576,0.03734939759036145,0.002,0.012210200927357032,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
642,Kacang sukro,0.5148936170212766,0.10602409638554218,0.261,0.08918083462132921,1,0,0,energizing,high,low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.5,True,False,False,False
643,Kacang Sukro Putih ,0.5191489361702127,0.30843373493975906,0.256,0.09211746522411128,0,0,0,uncategorized,high,medium,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,1.0,0.5,False,False,False,True
644,Kacang Tanah atom,0.5691489361702128,0.3349397590361446,0.381,0.04451313755795981,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
645,Kacang tanah goreng,0.6,0.3072289156626506,0.444,0.03941267387944358,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
646,Kacang Tanah kacang sari,0.5968085106382979,0.3072289156626506,0.438,0.0401854714064915,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
647,Kacang tanah kering,0.5585106382978724,0.336144578313253,0.42700000000000005,0.026893353941267385,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
648,Kacang Tanah Rebus ,0.4095744680851064,0.16867469879518074,0.31,0.02009273570324575,0,0,0,uncategorized,medium,low,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,1.0,0.0,0.5,False,False,False,True
649,Kacang Tanah rebus berkulit,0.3829787234042553,0.16265060240963855,0.312,0.019783616692426585,0,0,0,uncategorized,medium,low,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,1.0,0.0,0.5,False,False,False,True
650,Kacang Tanah rempeyek,0.5457446808510639,0.21084337349397592,0.325,0.06846986089644512,0,0,0,uncategorized,high,medium,high,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.6666666666666667,0.5,False,False,False,True
651,Kacang Tanah sangan berselaput,0.6053191489361702,0.34698795180722897,0.484,0.024420401854714065,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
652,Kacang tanah sangan tanpa selaput,0.5946808510638298,0.3240963855421687,0.44200000000000006,0.03647604327666151,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
653,Kacang tanah sari,0.5968085106382979,0.3072289156626506,0.438,0.0401854714064915,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
654,Kacang Telur ,0.7957446808510639,0.25060240963855424,0.20800000000000002,0.1928902627511592,0,0,0,uncategorized,high,medium,medium,high,balanced,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,1.0,1.0,False,False,False,True
655,Kacang tolo / tunggak kering,0.35212765957446807,0.29397590361445786,0.019,0.0874806800618238,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
656,Kacang tolo rebus,0.14680851063829786,0.12891566265060242,0.011000000000000001,0.03493044822256569,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
657,Kacang Tunggak (tolo),0.3638297872340426,0.27590361445783135,0.013999999999999999,0.09520865533230294,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
658,Kacang Tunggak rebus,0.14680851063829786,0.12891566265060242,0.011000000000000001,0.03493044822256569,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
659,Kacang Tunggak rempeyek,0.4797872340425532,0.13493975903614458,0.20199999999999999,0.09227202472952087,1,0,0,energizing,high,low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.5,True,False,False,False
660,Kacang tunis kering,0.37340425531914895,0.14698795180722893,0.012,0.11267387944358578,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
661,Kacang uci kering,0.38085106382978723,0.2819277108433735,0.024,0.09366306027820712,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
662,Kacang urei kering,0.37659574468085105,0.15421686746987953,0.018000000000000002,0.10710973724884079,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
663,Kadada katembe,0.11702127659574468,0.05421686746987952,0.069,0.01097372488408037,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
664,Kaholeo masakan,0.43936170212765957,0.3457831325301205,0.198,0.04605873261205564,0,0,0,uncategorized,high,medium,medium,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.5,False,False,False,True
665,Kakap,0.09787234042553192,0.24096385542168675,0.006999999999999999,0.0,0,0,1,focusing,very_low,medium,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.0,,0.75,False,True,False,False
666,Kalakai,0.07021276595744681,0.033734939759036145,0.068,0.005255023183925811,0,1,0,relaxing,very_low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
667,Kalio jeroan masakan,0.17340425531914894,0.19879518072289157,0.09,0.00633693972179289,0,0,1,focusing,low,medium,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.75,False,True,False,False
668,Kalio kikil (tunjang) masakan,0.12978723404255318,0.16626506024096388,0.057,0.006027820710973725,0,0,0,uncategorized,low,low,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.75,False,False,False,True
669,Kalio otak masakan,0.16702127659574467,0.09759036144578313,0.08800000000000001,0.017619783616692426,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
670,Kalio telur masakan,0.2053191489361702,0.12771084337349398,0.12400000000000001,0.01499227202472952,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
671,Kambing daging segar,0.15851063829787235,0.20000000000000004,0.092,0.0,0,0,1,focusing,low,medium,low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,,0.75,False,True,False,False
672,Kambose,0.17446808510638298,0.03614457831325302,0.024,0.05038639876352396,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
673,Kangkung,0.030851063829787233,0.03614457831325302,0.003,0.008346213292117466,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
674,Kangkung kukus,0.031914893617021274,0.03855421686746988,0.006999999999999999,0.007264296754250387,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
675,Kangkung rebus,0.023404255319148935,0.030120481927710843,0.006,0.004791344667697064,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
676,Kangkung tondano,0.04574468085106383,0.02168674698795181,0.002,0.012982998454404947,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
677,Kangkung tumis,0.055319148936170216,0.02168674698795181,0.036000000000000004,0.00463678516228748,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
678,Kaparende sayur,0.04042553191489362,0.02891566265060241,0.02,0.00401854714064915,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
679,Kapri Muda,0.04468085106382979,0.03975903614457831,0.002,0.014837712519319937,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
680,Kapurung,0.043617021276595745,0.024096385542168676,0.003,0.01205564142194745,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
681,Kapusa,0.16808510638297872,0.05301204819277109,0.032,0.04296754250386399,0,0,0,uncategorized,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,False,True
682,Karawila,0.026595744680851064,0.027710843373493974,0.002,0.005409582689335394,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
683,Karedok ,0.15606382978723404,0.07108433734939759,0.059000000000000004,0.03044822256568779,0,0,0,uncategorized,low,low,low,low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,False,False,False,True
684,Karedok sayur,0.09787234042553192,0.026506024096385545,0.033,0.02179289026275116,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
685,Karoket ,0.31063829787234043,0.13493975903614458,0.11199999999999999,0.004327666151468315,0,0,0,uncategorized,medium,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
686,Katak,0.07765957446808511,0.19759036144578312,0.003,0.0,0,0,1,focusing,very_low,medium,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.0,,0.75,False,True,False,False
687,Katul Beras,0.2925531914893617,0.15180722891566265,0.14800000000000002,0.08438948995363214,1,0,0,energizing,medium,low,low,high,balanced,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,True,False,False,False
688,Katul Jagung,0.37872340425531914,0.10843373493975904,0.085,0.09969088098918083,1,0,0,energizing,medium,low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.25,True,False,False,False
689,Kawista segar,0.1276595744680851,0.042168674698795185,0.025,0.0321483771251932,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
690,Kecap,0.04893617021276596,0.06867469879518073,0.013000000000000001,0.013910355486862442,0,0,0,uncategorized,very_low,low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.0,False,False,False,True
691,Kecimpring singkong goreng,0.49361702127659574,0.014457831325301205,0.18600000000000003,0.11282843894899536,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
692,Kecipir biji,0.4308510638297872,0.39518072289156625,0.17,0.05641421947449768,0,0,0,uncategorized,high,high,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.6666666666666667,0.6666666666666667,0.5,False,False,False,True
693,Kecipir buah muda,0.03723404255319149,0.03493975903614458,0.002,0.0012364760432766616,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
694,Kecipir muda segar,0.03404255319148936,0.03493975903614458,0.002,0.008964451313755796,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
695,Kecombrang segar,0.03617021276595745,0.010843373493975905,0.01,0.01035548686244204,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
