id,name,calories,proteins,fat,carbohydrate,is_energizing,is_relaxing,is_focusing,primary_mood,calorie_category,protein_category,fat_category,carb_category,nutrient_balance,vitamin_a,vitamin_c,vitamin_b,iron,calcium,has_recipe,calorie_category_num,protein_category_num,fat_category_num,carb_category_num,nutrient_balance_num,mood_energizing,mood_focusing,mood_relaxing,mood_uncategorized
1232,Tempe Gembus,0.07765957446808511,0.06867469879518073,0.013000000000000001,0.006491499227202473,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1233,Tempe gembus yogya,0.08085106382978724,0.0819277108433735,0.006999999999999999,0.016383307573415763,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1234,Tempe Goreng ,0.34893617021276596,0.2216867469879518,0.23199999999999998,0.019783616692426585,0,0,0,uncategorized,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,False,False,True
1235,Tempe kacang babi,0.1478723404255319,0.15060240963855423,0.008,0.033848531684698605,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
1236,Tempe kacang belimbing,0.225531914893617,0.21084337349397592,0.1,0.019938176197836166,0,0,0,uncategorized,medium,medium,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.0,0.5,False,False,False,True
1237,Tempe kedelai + jagung,0.15212765957446808,0.14457831325301207,0.055,0.017619783616692426,0,0,0,uncategorized,low,low,low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,False,False,False,True
1238,Tempe kedelai murni goreng,0.3723404255319149,0.29518072289156627,0.266,0.0160741885625966,0,0,0,uncategorized,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,False,False,True
1239,Tempe kedelai murni mentah,0.21382978723404256,0.25060240963855424,0.08800000000000001,0.02086553323029366,0,0,0,uncategorized,medium,medium,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.0,0.75,False,False,False,True
1240,Tempe koro benguk,0.15,0.12289156626506025,0.013000000000000001,0.03585780525502318,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
1241,Tempe lamtoro var. gung dengan kulit,0.15531914893617021,0.14096385542168674,0.023,0.030293663060278208,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
1242,Tempe lamtoro var. gung tanpa kulit,0.13936170212765958,0.21686746987951808,0.008,0.02009273570324575,0,0,0,uncategorized,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,False,False,True
1243,Tempe pasar segar,0.1595744680851064,0.16867469879518074,0.077,0.014064914992272025,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1244,Tempe pasar goreng,0.3574468085106383,0.24096385542168675,0.28,0.01205564142194745,0,0,1,focusing,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,True,False,False
1245,Tempe Sayur ,0.2553191489361702,0.07228915662650603,0.027000000000000003,0.07619783616692426,1,0,0,energizing,medium,low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.25,True,False,False,False
1246,Tempoya,0.11702127659574468,0.020481927710843374,0.013000000000000001,0.033848531684698605,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1247,Tempuyak,0.13404255319148936,0.013253012048192772,0.022000000000000002,0.03972179289026275,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1248,Tepung Arrowroot,0.3776595744680851,0.008433734939759036,0.002,0.13168469860896445,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1249,Tepung Beras,0.3872340425531915,0.08433734939759037,0.005,0.12364760432766615,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1250,Tepung beras mentah,0.37553191489361704,0.08433734939759037,0.005,0.12364760432766615,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1251,Tepung Ganyong,0.37553191489361704,0.00963855421686747,0.017,0.12921174652241113,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1252,Tepung Gaplek,0.3861702127659575,0.013253012048192772,0.005,0.13632148377125194,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1253,Tepung Garut (arrowroot),0.3776595744680851,0.008433734939759036,0.002,0.13168469860896445,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1254,Tepung Hunkwee,0.3872340425531915,0.05421686746987952,0.01,0.12905718701700156,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1255,Tepung Ikan,0.33617021276595743,0.7240963855421687,0.065,0.03462132921174652,0,0,0,uncategorized,medium,high,low,low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.75,False,False,False,True
1256,Tepung Jagung Kuning,0.3776595744680851,0.1108433734939759,0.039,0.11391035548686244,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1257,Tepung jagung putih,0.3776595744680851,0.1108433734939759,0.039,0.11391035548686244,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1258,Tepung Jalejo,0.4127659574468085,0.22891566265060243,0.075,0.09459041731066462,0,0,0,uncategorized,medium,medium,low,high,other,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.3333333333333333,1.0,0.0,False,False,False,True
1259,Tepung Kacang Kedelai,0.36914893617021277,0.43253012048192774,0.20600000000000002,0.04621329211746522,0,0,0,uncategorized,medium,high,medium,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.6666666666666667,0.3333333333333333,0.5,False,False,False,True
1260,Tepung Kentang,0.36914893617021277,0.0036144578313253013,0.001,0.13230293663060277,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1261,Tepung Mocaf,0.3723404255319149,0.014457831325301205,0.006,0.13137557959814528,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1262,Tepung Pisang,0.3595744680851064,0.03493975903614458,0.004,0.12457496136012364,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1263,Tepung Sagu,0.37553191489361704,0.008433734939759036,0.002,0.13091190108191653,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1264,Tepung Sente,0.3468085106382979,0.04819277108433735,0.004,0.11854714064914992,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1265,Tepung singkong/ Tapioka,0.3861702127659575,0.013253012048192772,0.005,0.13632148377125194,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1266,Tepung Sukun,0.37553191489361704,0.03493975903614458,0.005,0.1304482225656878,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1267,Tepung Susu,0.5414893617021277,0.29638554216867474,0.3,0.055950540958268936,0,0,0,uncategorized,high,medium,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5,False,False,False,True
1268,Tepung Susu Asam untuk bayi,0.4446808510638298,0.22891566265060243,0.09,0.10123647604327667,0,0,0,uncategorized,high,medium,low,high,other,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.3333333333333333,1.0,0.0,False,False,False,True
1269,Tepung Susu Skim,0.3851063829787234,0.42891566265060244,0.01,0.080370942812983,0,0,0,uncategorized,medium,high,very_low,high,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.0,1.0,0.75,False,False,False,True
1270,Tepung Tales Beneng,0.35319148936170214,0.06867469879518073,0.006,0.11761978361669241,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1271,Tepung Terigu,0.38829787234042556,0.10722891566265061,0.013000000000000001,0.11947449768160741,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1272,Tepung Ubi Ungu,0.37659574468085105,0.033734939759036145,0.006,0.1304482225656878,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1273,Terasi,0.1648936170212766,0.26867469879518074,0.028999999999999998,0.015301391035548687,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
1274,Terasi dobo,0.20319148936170214,0.3987951807228916,0.036000000000000004,0.010200927357032456,0,0,1,focusing,low,high,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,1.0,0.0,0.0,0.75,False,True,False,False
1275,Terasi Merah,0.1851063829787234,0.3614457831325301,0.035,0.005409582689335394,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
1276,Terasi merah,0.1851063829787234,0.3614457831325301,0.035,0.00865533230293663,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
1277,Teri balado masakan,0.38829787234042556,0.2855421686746988,0.223,0.02704791344667697,0,0,0,uncategorized,medium,medium,medium,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.5,False,False,False,True
1278,Teripang dendeng mentah,0.49148936170212765,0.47108433734939764,0.324,0.005409582689335394,0,0,1,focusing,high,high,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.5,False,True,False,False
1279,Terong,0.025531914893617023,0.013253012048192772,0.002,0.008500772797527048,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1280,Terong + Oncom makanan,0.30319148936170215,0.051807228915662654,0.257,0.014683153013910355,0,0,0,uncategorized,medium,very_low,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.5,False,False,False,True
1281,Terong Asam,0.04148936170212766,0.027710843373493974,0.019,0.0030911901081916537,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1282,Terong Belanda,0.05106382978723405,0.01807228915662651,0.003,0.017465224111282845,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1283,Terong hintalo segar,0.047872340425531915,0.02289156626506024,0.008,0.011591962905718702,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1284,Terong kukus,0.02446808510638298,0.02168674698795181,0.001,0.007573415765069552,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1285,Terong segar,0.029787234042553193,0.013253012048192772,0.002,0.008500772797527048,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1286,Terung belanda segar,0.055319148936170216,0.025301204819277112,0.011000000000000001,0.01329211746522411,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1287,Terung bengkulu segar,0.055319148936170216,0.013253012048192772,0.004,0.01731066460587326,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1288,Terung panjang,0.026595744680851064,0.025301204819277112,0.001,0.008191653786707881,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1289,Terung panjang kukus,0.02446808510638298,0.02168674698795181,0.001,0.007573415765069552,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1290,Tespong daun,0.06276595744680852,0.03493975903614458,0.003,0.021483771251931995,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1291,Tim (nasi tim),0.1276595744680851,0.02891566265060241,0.004,0.0401854714064915,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1292,Tinira ninahu nggaluku,0.035106382978723406,0.014457831325301205,0.013000000000000001,0.00633693972179289,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1293,Tinoransak masakan,0.548936170212766,0.21325301204819277,0.495,0.0,0,0,1,focusing,high,medium,high,,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,,0.5,False,True,False,False
1294,Tipa-tipa,0.3776595744680851,0.0746987951807229,0.012,0.12333848531684698,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1295,Tiwul  ,0.37553191489361704,0.02891566265060241,0.011000000000000001,0.12890262751159198,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1296,Tiwul Instan,0.42021276595744683,0.03855421686746988,0.085,0.11823802163833075,0,0,0,uncategorized,medium,very_low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.3333333333333333,1.0,0.25,False,False,False,True
1297,Toge -Tahu makanan,0.41702127659574467,0.06506024096385543,0.28500000000000003,0.04389489953632148,0,0,0,uncategorized,medium,low,medium,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.5,False,False,False,True
1298,Toge Goreng ,0.09957446808510638,0.05301204819277109,0.018000000000000002,0.023338485316846985,0,1,0,relaxing,very_low,very_low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.0,False,False,True,False
1299,Toge kacang ijo,0.02446808510638298,0.03493975903614458,0.002,0.00633693972179289,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
1300,Toge kacang tunggak,0.03723404255319149,0.060240963855421686,0.002,0.008964451313755796,0,0,0,uncategorized,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,False,True
1301,Toge kedelai,0.07127659574468086,0.10843373493975904,0.026000000000000002,0.009891808346213293,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1302,Toge seduh,0.029787234042553193,0.03614457831325302,0.008,0.0061823802163833074,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
1303,Tomat air (juice) segar,0.02127659574468085,0.012048192771084338,0.002,0.005409582689335394,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1304,Tomat Masak,0.02127659574468085,0.012048192771084338,0.003,0.006491499227202473,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1305,Tomat merah segar,0.025531914893617023,0.01566265060240964,0.005,0.007264296754250387,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1306,Tomat muda segar,0.025531914893617023,0.024096385542168676,0.006999999999999999,0.005100463678516228,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
1307,Tumis bandeng,0.20106382978723406,0.13614457831325302,0.157,0.0009273570324574961,0,0,0,uncategorized,low,low,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,0.5,False,False,False,True
1308,Tumis bayam bersantan,0.05106382978723405,0.016867469879518072,0.042,0.00401854714064915,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1309,Ubi Cilembu,0.19787234042553192,0.02289156626506024,0.002,0.06846986089644512,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
1310,Ubi Jalar Goreng ,0.1702127659574468,0.04457831325301205,0.013000000000000001,0.08547140649149922,0,0,0,uncategorized,low,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,1.0,0.25,False,False,False,True
1311,Ubi jalar kuning kukus,0.10638297872340426,0.008433734939759036,0.003,0.03678516228748068,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1312,Ubi jalar kuning segar,0.12659574468085105,0.006024096385542169,0.004,0.03879443585780526,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1313,Ubi jalar manis segar,0.08829787234042553,0.01807228915662651,0.002,0.029057187017001548,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1314,Ubi Jalar Merah,0.13085106382978723,0.02168674698795181,0.006999999999999999,0.04312210200927357,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1315,Ubi jalar merah segar,0.16063829787234044,0.01927710843373494,0.003,0.05471406491499227,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
1316,Ubi Jalar Putih,0.13085106382978723,0.02168674698795181,0.006999999999999999,0.04312210200927357,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1317,Ubi Jalar Rebus,0.12127659574468086,0.016867469879518072,0.096,0.03956723338485317,0,1,0,relaxing,low,very_low,low,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,False,False,True,False
1318,Ubi Jalar Sayur,0.19574468085106383,0.016867469879518072,0.003,0.0347758887171561,0,0,0,uncategorized,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,False,True
